Sample        Spectrum      Background    Delta
 593           1806          13            1792 
 594           1467          13            1453 
 595           1199          13            1185 
 596           1045          13            1031 
 597           847           13            833 
 598           713           13            699 
 599           615           13            601 
 600           458           13            444 
 601           400           13            386 
 602           387           13            373 
 603           361           13            347 
 604           307           13            293 
 605           290           13            276 
 606           256           13            242 
 607           275           13            261 
 608           224           13            210 
 609           237           13            223 
 610           197           13            183 
 611           198           13            184 
 612           248           13            234 
 613           237           13            223 
 614           228           13            214 
 615           245           13            231 
 616           220           13            206 
 617           234           13            220 
 618           244           13            230 
 619           202           13            188 
 620           207           13            193 
 621           183           13            169 
 622           189           13            175 
 623           146           13            132 
 624           204           13            190 
 625           238           13            224 
 626           197           13            183 
 627           183           13            169 
 628           192           13            178 
 629           208           13            194 
 630           216           13            202 
 631           146           13            132 
 632           151           13            137 
 633           177           13            163 
 634           188           13            174 
 635           174           13            160 
 636           167           13            153 
 637           174           13            160 
 638           190           13            176 
 639           176           13            162 
 640           198           13            184 
 641           186           13            172 
 642           166           13            152 
 643           149           13            135 
 644           175           13            161 
 645           170           13            156 
 646           147           13            133 
 647           163           13            149 
 648           154           13            140 
 649           172           13            158 
 650           163           13            149 
 651           158           13            144 
 652           153           13            139 
 653           190           13            176 
 654           201           13            187 
 655           187           13            173 
 656           194           13            180 
 657           158           13            144 
 658           143           13            129 
 659           142           13            128 
 660           165           13            151 
 661           151           13            137 
 662           157           13            143 
 663           182           13            168 
 664           168           13            154 
 665           171           13            157 
 666           163           13            149 
 667           150           13            136 
 668           152           13            138 
 669           158           13            144 
 670           166           13            152 
 671           154           13            140 
 672           150           13            136 
 673           132           13            118 
 674           147           13            133 
 675           164           13            150 
 676           162           13            148 
 677           125           13            111 
 678           140           13            126 
 679           164           13            150 
 680           160           13            146 
 681           172           13            158 
 682           168           13            154 
 683           154           13            140 
 684           160           13            146 
 685           136           13            122 
 686           158           13            144 
 687           0             13           -14 
 688           0             13           -14 
 689           15            13            1 
 690           261           13            247 
 691           299           13            285 
 692           224           13            210 
 693           197           13            183 
 694           197           13            183 
 695           175           13            161 
 696           159           13            145 
 697           134           13            120 
 698           129           13            115 
 699           126           13            112 
 700           110           13            96 
 701           95            13            81 
 702           95            13            81 
 703           92            13            78 
 704           95            13            81 
 705           84            13            70 
 706           59            13            45 
 707           58            13            44 
 708           41            13            27 
 709           76            13            62 
 710           61            13            47 
 711           40            13            26 
 712           64            13            50 
 713           79            13            65 
 714           95            13            81 
 715           69            13            55 
 716           102           13            88 
 717           73            13            59 
 718           50            13            36 
 719           51            13            37 
 720           61            13            47 
 721           42            13            28 
 722           69            13            55 
 723           72            13            58 
 724           86            13            72 
 725           72            13            58 
 726           54            13            40 
 727           60            13            46 
 728           69            13            55 
 729           62            13            48 
 730           62            13            48 
 731           61            13            47 
 732           54            13            40 
 733           50            13            36 
 734           52            13            38 
 735           65            13            51 
 736           48            13            34 
 737           53            13            39 
 738           51            13            37 
 739           70            13            56 
 740           66            13            52 
 741           49            13            35 
 742           31            13            17 
 743           65            13            51 
 744           68            13            54 
 745           69            13            55 
 746           66            13            52 
 747           52            13            38 
 748           75            13            61 
 749           63            13            49 
 750           44            13            30 
 751           46            13            32 
 752           55            13            41 
