Sample        Spectrum      Background    Delta
 665          -188.4976      46           -236 
 666          -95.00644      46           -142 
 667          -186.9934      46           -234 
 668          -150.0013      46           -197 
 669          -94.00159      46           -141 
 670          -19.50699      46           -67 
 671          -45.99606      46           -93 
 672          -99.49564      46           -147 
 673          -167.9924      46           -215 
 674          -182.001       46           -229 
 675          -126.5033      46           -174 
 676          -133.4997      46           -181 
 677          -150.4969      46           -198 
 678          -111.5014      46           -159 
 679          -124.9988      46           -172 
 680          -93.49997      46           -141 
 681          -113.499       46           -161 
 682          -94.50165      46           -142 
 683          -109.9995      46           -157 
 684          -114.998       46           -162 
 685          -135.9986      46           -183 
 686          -108.0037      46           -155 
 687          -199.9932      46           -247 
 688          -88.5079       46           -136 
 689          -153.998       46           -201 
 690          -138.5001      46           -186 
 691          -179.9958      46           -227 
 692          -78.00818      46           -125 
 693          -150.4964      46           -198 
 694          -139.0024      46           -186 
 695          -176.9979      46           -224 
 696          -175.4984      46           -223 
 697          -165.0002      46           -212 
 698          -150.9993      46           -198 
 699          -94.00397      46           -141 
 700          -145.9932      46           -193 
 701          -69.00616      46           -116 
 702          -151.495       46           -199 
 703          -159.9994      46           -207 
 704          -149.0003      46           -196 
 705          -180.498       46           -228 
 706          -141.0019      46           -188 
 707          -137.5035      46           -185 
 708          -107.001       46           -154 
 709          -44.00714      46           -91 
 710          -126.994       46           -174 
 711          -108.002       46           -155 
 712          -127.0012      46           -174 
 713          -178.9973      46           -226 
 714          -207.0004      46           -254 
 715          -144.5022      46           -192 
 716          -83.00424      46           -130 
 717          -147.9949      46           -195 
 718          -161.9993      46           -209 
 719          -185.9976      46           -233 
 720          -98.005        46           -145 
 721          -112.0012      46           -159 
 722          -22.00378      46           -69 
 723          -148.49        46           -196 
 724          -94.00333      46           -141 
 725          -109.9983      46           -157 
 726          -65.00299      46           -112 
 727          -135.9981      46           -183 
 728          -36.01013      46           -83 
 729          -138.9926      46           -186 
 730          -92.00311      46           -139 
 731          -89.00031      46           -136 
 732          -74.99976      46           -122 
 733          -120.9955      46           -168 
 734          -87.00366      46           -134 
 735          -127.4979      46           -175 
 736          -72.00571      46           -119 
 737          -148.9959      46           -196 
 738          -114.0029      46           -161 
 739          -123.9984      46           -171 
 740          -184.4987      46           -232 
